Name,Order,cross_entropy,RMSE,dice
1004289_35,1,2233.5974,3.7741804e-05,1.0
1004289_35,2,2233.5989,5.8157242e-05,1.0
1004289_35,3,2233.6167,0.00010675988,0.9999183873337142
1004289_35,4,2233.5974,5.7165278e-05,1.0
1004289_35,5,2233.602,7.7022916e-05,0.9999183873337142
1004289_35,6,2233.604,8.703714e-05,0.9999183873337142
1004289_35,7,2233.6077,7.880285e-05,0.9999183873337142
1004289_35,8,2233.5994,7.3033574e-05,0.9999183740102848
1004289_35,9,2233.5955,2.3859488e-05,1.0
1004289_35,10,2233.6345,0.0001240865,0.9999183873337142
1004289_35,11,2233.6099,0.00010809546,0.9996736292428199
1004289_35,12,2233.6072,6.954862e-05,1.0
1004289_35,13,2233.607,7.6110555e-05,0.9999183873337142
1004289_35,14,2233.6028,6.771982e-05,0.9999183873337142
1004289_35,15,2233.6067,7.538408e-05,0.9999183873337142
1004289_35,16,2233.6013,7.339311e-05,0.9999183873337142
1004289_35,17,2233.5989,5.560272e-05,1.0
1004289_35,18,2233.6184,9.611823e-05,1.0
1004289_35,19,2233.605,6.095113e-05,1.0
1004289_35,20,2233.6072,9.7045246e-05,0.9999183873337142
1004298_76,1,4.2265788e-06,3.2168712e-13,-1.0
1004298_76,2,4.2473157e-06,2.1484249e-12,-1.0
1004298_76,3,4.262456e-06,3.521808e-12,-1.0
1004298_76,4,4.2349025e-06,1.0113535e-12,-1.0
1004298_76,5,4.210761e-06,1.1405106e-12,-1.0
1004298_76,6,4.1979097e-06,2.8522191e-12,-1.0
1004298_76,7,4.1958033e-06,3.2065726e-12,-1.0
1004298_76,8,4.319969e-06,7.46151e-12,-1.0
1004298_76,9,4.2177508e-06,6.145755e-13,-1.0
1004298_76,10,4.328514e-06,7.979581e-12,-1.0
1004298_76,11,4.263605e-06,3.6163555e-12,-1.0
1004298_76,12,4.2092433e-06,1.3120662e-12,-1.0
1004298_76,13,4.250205e-06,2.3099044e-12,-1.0
1004298_76,14,4.2170886e-06,7.6980593e-13,-1.0
1004298_76,15,4.2019756e-06,2.2908444e-12,-1.0
1004298_76,16,4.3000146e-06,6.269086e-12,-1.0
1004298_76,17,4.283719e-06,5.1553757e-12,-1.0
1004298_76,18,4.2050415e-06,1.8715118e-12,-1.0
1004298_76,19,4.24949e-06,2.2907058e-12,-1.0
1004298_76,20,4.214368e-06,8.7708893e-13,-1.0
1004302_88,1,518.9916,6.7810695e-05,0.9978118161925602
1004302_88,2,518.9879,2.4093388e-05,0.9989071038251366
1004302_88,3,518.9907,4.7854533e-05,1.0
1004302_88,4,519.0033,9.8062505e-05,0.9967141292442497
1004302_88,5,519.0046,5.7994526e-05,0.9978118161925602
1004302_88,6,518.9889,4.7518217e-05,0.9989071038251366
1004302_88,7,518.991,3.459553e-05,1.0
1004302_88,8,518.9885,4.3365504e-05,1.0
1004302_88,9,518.99536,5.339438e-05,0.9978118161925602
1004302_88,10,518.99115,4.270676e-05,0.9989071038251366
1004302_88,11,518.98834,4.9214344e-05,0.9989071038251366
1004302_88,12,518.9892,2.1235535e-05,0.9989071038251366
1004302_88,13,518.9939,4.1067316e-05,0.9989071038251366
1004302_88,14,518.9887,3.2985066e-05,0.9989071038251366
1004302_88,15,518.99225,3.5554425e-05,0.9989071038251366
1004302_88,16,519.01227,0.000103123166,0.9967141292442497
1004302_88,17,518.987,1.42135505e-05,0.9989071038251366
1004302_88,18,518.9877,2.6269061e-05,0.9989071038251366
1004302_88,19,519.0072,6.53936e-05,0.9978118161925602
1004302_88,20,519.0079,0.00010037681,0.9967141292442497
1004307_78,1,545.19507,7.2764575e-05,0.9992972593113141
1004307_78,2,545.1926,4.7288937e-05,1.0
1004307_78,3,545.2072,0.00013687248,0.9992972593113141
1004307_78,4,545.20807,0.00015531218,0.9992972593113141
1004307_78,5,545.19226,4.982648e-05,0.9992972593113141
1004307_78,6,545.19965,9.224473e-05,0.9992972593113141
1004307_78,7,545.2099,0.00014587739,0.9992972593113141
1004307_78,8,545.1912,3.7242542e-05,1.0
1004307_78,9,545.1937,6.0702307e-05,0.9992972593113141
1004307_78,10,545.215,0.00016631774,0.9992972593113141
1004307_78,11,545.1968,9.4721974e-05,0.9992972593113141
1004307_78,12,545.2023,0.00013468019,0.9992972593113141
1004307_78,13,545.19617,6.5920816e-05,1.0
1004307_78,14,545.1975,7.9557816e-05,0.9992972593113141
1004307_78,15,545.1953,5.9505797e-05,0.9992972593113141
1004307_78,16,545.19226,4.2684645e-05,1.0
1004307_78,17,545.1941,7.784048e-05,0.9992972593113141
1004307_78,18,545.1921,4.829696e-05,1.0
1004307_78,19,545.19464,7.4359035e-05,0.9992972593113141
1004307_78,20,545.20514,0.0001291104,0.9992972593113141
1004327_75,1,414.02228,2.608848e-05,1.0
1004327_75,2,414.0267,4.776147e-05,1.0
1004327_75,3,414.0214,1.6679629e-05,1.0
1004327_75,4,414.02325,2.7139566e-05,1.0
1004327_75,5,414.02234,4.855667e-05,1.0
1004327_75,6,414.02203,3.4409797e-05,1.0
1004327_75,7,414.02878,4.9587077e-05,1.0
1004327_75,8,414.02148,2.1472972e-05,1.0
1004327_75,9,414.02277,4.8890477e-05,1.0
1004327_75,10,414.02652,3.4941193e-05,1.0
1004327_75,11,414.0215,2.7054335e-05,1.0
1004327_75,12,414.02286,5.0799612e-05,1.0
1004327_75,13,414.02188,2.29135e-05,1.0
1004327_75,14,414.02472,4.2263833e-05,1.0
1004327_75,15,414.022,3.5721063e-05,1.0
1004327_75,16,414.0288,5.4435015e-05,1.0
1004327_75,17,414.02258,4.066002e-05,1.0
1004327_75,18,414.0223,2.4705092e-05,1.0
1004327_75,19,414.02814,3.5669702e-05,1.0
1004327_75,20,414.02438,3.0243531e-05,1.0
1004338_1,1,9066.625,0.00013254581,0.9999678425571599
1004338_1,2,9066.646,0.00021665299,0.9999035214664737
1004338_1,3,9066.6455,0.00026131072,0.9996783324755533
1004338_1,4,9066.652,0.00025934534,0.9997748544594899
1004338_1,5,9066.614,0.00011457942,0.9999035400790971
1004338_1,6,9066.62,0.000102948776,0.9999678446252291
1004338_1,7,9066.613,0.00010732685,0.9999678425571599
1004338_1,8,9066.626,0.0001184258,0.9999678446252291
1004338_1,9,9066.623,0.00011546193,0.9999035276714796
1004338_1,10,9066.618,0.000119264005,0.999935683046051
1004338_1,11,9066.618,0.0001345428,0.9998713909073371
1004338_1,12,9066.619,0.00013987641,0.9999035400790971
1004338_1,13,9066.608,5.626165e-05,0.9999678446252291
1004338_1,14,9066.643,0.00014659036,0.9999035276714796
1004338_1,15,9066.646,0.00016188264,0.9998713743649109
1004338_1,16,9066.612,9.631599e-05,0.999871382636656
1004338_1,17,9066.618,0.00010075525,0.9999356871824555
1004338_1,18,9066.636,0.00016621251,0.9998713578182286
1004338_1,19,9066.652,0.00016641132,0.9999035338756873
1004338_1,20,9066.625,0.000114930575,0.9999678446252291
1004340_65,1,1840.4789,0.00018927534,0.9995206902061032
1004340_65,2,1840.4716,9.237796e-05,1.0
1004340_65,3,1840.4624,5.2808213e-05,1.0
1004340_65,4,1840.4823,0.0001879949,0.9995206902061032
1004340_65,5,1840.4656,0.00011497695,0.9998401789995205
1004340_65,6,1840.4553,2.0530455e-05,1.0
1004340_65,7,1840.4578,7.282217e-05,1.0
1004340_65,8,1840.4908,0.00020228713,0.9992014055262738
1004340_65,9,1840.4584,5.189983e-05,0.9998401278976818
1004340_65,10,1840.4607,8.833742e-05,1.0
1004340_65,11,1840.4609,8.8573026e-05,1.0
1004340_65,12,1840.4694,0.00010318151,1.0
1004340_65,13,1840.4694,9.8087774e-05,1.0
1004340_65,14,1840.4622,9.322015e-05,1.0
1004340_65,15,1840.4648,9.844147e-05,1.0
1004340_65,16,1840.4628,9.9126824e-05,0.9998401789995205
1004340_65,17,1840.4808,8.7719876e-05,1.0
1004340_65,18,1840.4617,7.048386e-05,1.0
1004340_65,19,1840.4574,4.523567e-05,1.0
1004340_65,20,1840.4556,3.2623422e-05,1.0
1004343_26,1,22269.191,0.00031114087,0.9997261255187815
1004343_26,2,22269.184,0.0002801255,0.9997893761321033
1004343_26,3,22269.125,0.00027104135,0.9995788764423482
1004343_26,4,22269.104,0.00016546153,0.9998315221969506
1004343_26,5,22269.111,0.00023877976,0.9996839776677552
1004343_26,6,22269.186,0.00031225718,0.9997050644644814
1004343_26,7,22269.092,0.000112248716,0.9998947035906076
1004343_26,8,22269.303,0.00046366896,0.9995786102566263
1004343_26,9,22269.287,0.00047724348,0.9994732073245254
1004343_26,10,22269.178,0.00032955987,0.9997472300627712
1004343_26,11,22269.096,0.00015132183,0.9998314867085142
1004343_26,12,22269.117,0.00019109782,0.9998946858478842
1004343_26,13,22269.367,0.00051419705,0.9995364517488411
1004343_26,14,22269.104,0.00017137616,0.9997473258654089
1004343_26,15,22269.096,0.0001488136,0.9997683478993367
1004343_26,16,22269.518,0.00066100265,0.9992413066385669
1004343_26,17,22269.441,0.00060392835,0.9993888689861548
1004343_26,18,22269.283,0.00039874215,0.9997471981124125
1004343_26,19,22269.174,0.00023890958,0.9998946902841256
1004343_26,20,22269.121,0.0001888808,0.9998314796090327
1004356_97,1,1834.7563,7.703473e-05,0.9995071463775259
1004356_97,2,1834.7651,7.353132e-05,0.9997533908754624
1004356_97,3,1834.772,9.371342e-05,0.9995071463775259
1004356_97,4,1834.7449,5.9650392e-05,0.9995071463775259
1004356_97,5,1834.755,9.821301e-05,0.9995071463775259
1004356_97,6,1834.7701,0.00010675835,0.9995066600888012
1004356_97,7,1834.7638,7.434188e-05,1.0
1004356_97,8,1834.766,0.00013230355,0.9995071463775259
1004356_97,9,1834.7468,6.8470494e-05,0.9995071463775259
1004356_97,10,1834.7637,9.648488e-05,0.9997533908754624
1004356_97,11,1834.747,4.8992795e-05,1.0
1004356_97,12,1834.7529,6.396528e-05,1.0
1004356_97,13,1834.7482,4.6750498e-05,0.9997535124476213
1004356_97,14,1834.766,9.6214135e-05,1.0
1004356_97,15,1834.772,8.5441396e-05,1.0
1004356_97,16,1834.7572,6.3098596e-05,1.0
1004356_97,17,1834.7491,5.387031e-05,0.9995071463775259
1004356_97,18,1834.7599,0.00011441286,0.9995071463775259
1004356_97,19,1834.756,9.178302e-05,0.9997535124476213
1004356_97,20,1834.7528,8.200395e-05,0.9995071463775259
1004359_43,1,3837.5857,0.0001832991,0.9990824004404478
1004359_43,2,3837.5571,0.0001273044,0.9994492381127226
1004359_43,3,3837.5732,0.00022203985,0.9985326485693323
1004359_43,4,3837.5435,6.5696026e-05,1.0
1004359_43,5,3837.5466,8.2429324e-05,0.9996326230712711
1004359_43,6,3837.577,0.00015973768,0.9990824004404478
1004359_43,7,3837.5889,0.00021193121,0.9988990825688073
1004359_43,8,3837.5608,0.00014085986,0.9990824004404478
1004359_43,9,3837.5823,0.00027872494,0.9979835013748855
1004359_43,10,3837.5725,0.0001248841,0.9992657856093979
1004359_43,11,3837.568,0.00014201105,0.9990824004404478
1004359_43,12,3837.5469,9.050184e-05,1.0
1004359_43,13,3837.579,0.00017313888,0.9990824004404478
1004359_43,14,3837.5862,0.00019395382,0.9990824004404478
1004359_43,15,3837.5828,0.00024203506,0.9985326485693323
1004359_43,16,3837.5754,0.00024055353,0.9979835013748855
1004359_43,17,3837.5742,0.00025069388,0.9981664833149981
1004359_43,18,3837.55,0.00011005072,0.9994486307664032
1004359_43,19,3837.5837,0.0001548589,0.9994492381127226
1004359_43,20,3837.5476,9.238918e-05,0.9992655159750276
1004360_8,1,1010.4746,6.774696e-05,0.9995393827729157
1004360_8,2,1010.4768,0.00015133063,0.9990791896869244
1004360_8,3,1010.4706,5.732249e-05,0.9995393827729157
1004360_8,4,1010.4694,4.6590118e-05,0.9995393827729157
1004360_8,5,1010.4678,2.5970476e-05,1.0
1004360_8,6,1010.4683,3.902446e-05,1.0
1004360_8,7,1010.47046,4.9704646e-05,0.9995393827729157
1004360_8,8,1010.4707,4.6807283e-05,0.9995393827729157
1004360_8,9,1010.4654,3.3557964e-05,1.0
1004360_8,10,1010.4798,7.757999e-05,0.9995393827729157
1004360_8,11,1010.4803,0.00014425896,0.9990791896869244
1004360_8,12,1010.4706,5.1006435e-05,0.9995393827729157
1004360_8,13,1010.4731,8.244706e-05,0.9995393827729157
1004360_8,14,1010.4792,7.0066344e-05,0.9995393827729157
1004360_8,15,1010.48364,7.636075e-05,0.9995393827729157
1004360_8,16,1010.4713,4.2108022e-05,1.0
1004360_8,17,1010.47266,0.00012496868,0.9995393827729157
1004360_8,18,1010.46594,3.560211e-05,1.0
1004360_8,19,1010.4802,0.00014895835,0.9995393827729157
1004360_8,20,1010.4689,7.309151e-05,0.9995393827729157
1004362_47,1,2951.7188,0.00010236414,0.9996977025392987
1004362_47,2,2951.7292,0.00014328776,0.9995466223364062
1004362_47,3,2951.7131,6.0665792e-05,0.9996976111279104
1004362_47,4,2951.7153,7.70714e-05,0.999848828420257
1004362_47,5,2951.7144,7.976664e-05,0.9996977025392987
1004362_47,6,2951.7122,4.9219918e-05,0.999848782700741
1004362_47,7,2951.7227,0.00013975981,0.9993955877908733
1004362_47,8,2951.7168,0.00010498381,0.999848828420257
1004362_47,9,2951.7258,0.00012480724,0.9996977025392987
1004362_47,10,2951.7173,5.8840025e-05,0.999848782700741
1004362_47,11,2951.7168,7.613579e-05,0.9996977025392987
1004362_47,12,2951.7222,0.00014207837,0.9990936555891239
1004362_47,13,2951.7197,0.00012775233,0.9993955877908733
1004362_47,14,2951.7131,6.4265856e-05,0.999848828420257
1004362_47,15,2951.7158,8.135688e-05,0.999848828420257
1004362_47,16,2951.721,8.24071e-05,1.0
1004362_47,17,2951.7168,7.763715e-05,0.9996977025392987
1004362_47,18,2951.7185,0.00011295559,0.999848828420257
1004362_47,19,2951.7234,0.0001278752,0.9995466223364062
1004362_47,20,2951.7278,0.00013117447,0.9995466223364062
1004366_66,1,5258.327,0.000105492705,0.9997258320995778
1004366_66,2,5258.358,0.00018988224,0.9997258621634958
1004366_66,3,5258.3184,5.076715e-05,0.9998903268260584
1004366_66,4,5258.319,5.494976e-05,0.999945154390391
1004366_66,5,5258.4824,0.00030540305,0.9995610666081423
1004366_66,6,5258.33,0.00013172571,0.9997806777058889
1004366_66,7,5258.32,6.8963775e-05,0.999945160405813
1004366_66,8,5258.4136,0.00022731324,0.999835481217439
1004366_66,9,5258.3267,0.00013147676,0.9997806777058889
1004366_66,10,5258.33,0.0001111101,0.9998354992597467
1004366_66,11,5258.357,0.0001730823,0.999835481217439
1004366_66,12,5258.324,0.00010289457,0.9997806777058889
1004366_66,13,5258.418,0.00024317829,0.999835481217439
1004366_66,14,5258.3354,0.000119290984,0.999945154390391
1004366_66,15,5258.33,0.00014057668,0.9997258320995778
1004366_66,16,5258.3335,0.00016637235,0.9997806777058889
1004366_66,17,5258.331,0.00016101923,0.9997806777058889
1004366_66,18,5258.331,0.00010275302,0.9997806536521167
1004366_66,19,5258.3223,7.8566285e-05,0.999835481217439
1004366_66,20,5258.3228,9.955441e-05,0.9997806777058889
1004372_76,1,828.37573,0.00010402185,1.0
1004372_76,2,828.32465,2.4605284e-05,1.0
1004372_76,3,828.325,4.1497453e-05,0.9990999099909991
1004372_76,4,828.3248,2.7270558e-05,0.9990999099909991
1004372_76,5,828.3608,0.000104294566,1.0
1004372_76,6,828.3257,4.334752e-05,1.0
1004372_76,7,828.33154,5.29696e-05,0.9990999099909991
1004372_76,8,828.3754,9.0083144e-05,1.0
1004372_76,9,828.3458,0.00011729557,1.0
1004372_76,10,828.3258,2.1719003e-05,1.0
1004372_76,11,828.35657,0.00010208647,1.0
1004372_76,12,828.33905,8.361632e-05,1.0
1004372_76,13,828.35944,0.00011544543,1.0
1004372_76,14,828.3628,8.2881044e-05,1.0
1004372_76,15,828.3244,3.1494816e-05,1.0
1004372_76,16,828.3508,6.657745e-05,1.0
1004372_76,17,828.36237,0.000121709636,1.0
1004372_76,18,828.3488,9.973583e-05,1.0
1004372_76,19,828.32416,2.1837237e-05,1.0
1004372_76,20,828.3659,0.00010015266,1.0
1004386_40,1,642.9095,9.343961e-05,0.998914223669924
1004386_40,2,642.907,5.704279e-05,0.998911860718172
1004386_40,3,642.9167,0.0001137487,0.998911860718172
1004386_40,4,642.90533,3.906516e-05,1.0
1004386_40,5,642.9145,6.664336e-05,1.0
1004386_40,6,642.9081,5.8489004e-05,0.998914223669924
1004386_40,7,642.9069,6.7395755e-05,1.0
1004386_40,8,642.90594,4.4555305e-05,0.998911860718172
1004386_40,9,642.91144,7.841056e-05,0.998914223669924
1004386_40,10,642.91425,9.752938e-05,0.998911860718172
1004386_40,11,642.9084,6.9983376e-05,0.998911860718172
1004386_40,12,642.90796,5.8072474e-05,0.998911860718172
1004386_40,13,642.92017,0.000117209784,0.998914223669924
1004386_40,14,642.914,9.3581235e-05,0.998911860718172
1004386_40,15,642.9055,4.1146042e-05,0.998911860718172
1004386_40,16,642.9185,0.000101523394,1.0
1004386_40,17,642.90656,4.6280806e-05,0.998911860718172
1004386_40,18,642.9103,9.411583e-05,0.998914223669924
1004386_40,19,642.9107,0.00010635796,0.998914223669924
1004386_40,20,642.9051,4.311617e-05,1.0
1004652_68,1,1378.2396,7.0547925e-05,0.9995872884853487
1004652_68,2,1378.2284,5.602539e-05,0.9995869475423379
1004652_68,3,1378.2264,2.4498391e-05,1.0
1004652_68,4,1378.2267,4.2058648e-05,0.9995872884853487
1004652_68,5,1378.2278,5.3579097e-05,0.9995872884853487
1004652_68,6,1378.2336,7.670517e-05,0.9995872884853487
1004652_68,7,1378.2334,4.6618432e-05,0.9991742361684558
1004652_68,8,1378.2345,5.5940003e-05,0.9995869475423379
1004652_68,9,1378.2296,7.238103e-05,0.9995872884853487
1004652_68,10,1378.2299,6.590743e-05,0.9995872884853487
1004652_68,11,1378.2394,0.00013501436,0.9991735537190083
1004652_68,12,1378.2322,4.338268e-05,0.9995872884853487
1004652_68,13,1378.2349,4.949996e-05,0.9995872884853487
1004652_68,14,1378.2275,4.7602178e-05,0.9995869475423379
1004652_68,15,1378.2283,3.749034e-05,0.9995872884853487
1004652_68,16,1378.2312,4.5621906e-05,0.9995872884853487
1004652_68,17,1378.2375,0.00010237375,0.9991735537190083
1004652_68,18,1378.284,0.00030703653,0.9987628865979381
1004652_68,19,1378.227,3.5213732e-05,0.9995872884853487
1004652_68,20,1378.2417,8.62923e-05,0.9991735537190083
1004675_46,1,560.93555,6.0262155e-05,1.0
1004675_46,2,560.93195,5.293249e-05,1.0
1004675_46,3,560.9425,6.2482315e-05,1.0
1004675_46,4,560.95,7.4223484e-05,0.9982174688057041
1004675_46,5,560.9358,0.000116670504,0.9982238010657194
1004675_46,6,560.9308,6.076963e-05,0.9982238010657194
1004675_46,7,560.9449,7.103347e-05,1.0
1004675_46,8,560.93304,4.9364382e-05,0.9982174688057041
1004675_46,9,560.9397,5.6514233e-05,1.0
